city,city_ascii,state_id,lat,lng
Woods Hole,Woods Hole,MA,41.5303,-70.6614
Rochelle,Rochelle,GA,31.9488,-83.4569
Telford,Telford,TN,36.2534,-82.5478
Chumuckla,Chumuckla,FL,30.7826,-87.2309
North Hills,North Hills,WV,39.315,-81.5088
Watkins,Watkins,CO,39.6984,-104.5773
Sedan,Sedan,KS,37.1284,-96.1848
Mountain City,Mountain City,GA,34.9196,-83.3854
New Salem,New Salem,PA,39.9037,-76.7912
Groveton,Groveton,TX,31.0572,-95.1268
Laurie,Laurie,MO,38.208,-92.8253
La France,La France,SC,34.6115,-82.7667
Goodland,Goodland,IN,40.7637,-87.2951
Lavalette,Lavalette,WV,38.3224,-82.4479
Redstone Arsenal,Redstone Arsenal,AL,34.6645,-86.653
Walnut,Walnut,IA,41.4894,-95.2197
De Smet,De Smet,SD,44.3862,-97.5496
Powell,Powell,AL,34.5326,-85.8975
Redwater,Redwater,TX,33.3585,-94.2551
Bronte,Bronte,TX,31.8857,-100.2955
Gordon,Gordon,PA,40.7502,-76.3398
Mucarabones,Mucarabones,PR,18.3906,-66.2178
Ninnekah,Ninnekah,OK,34.964,-97.9447
Aynor,Aynor,SC,34.0002,-79.2071
Arnolds Park,Arnolds Park,IA,43.3602,-95.1264
Pala,Pala,CA,33.3639,-117.0675
Dresser,Dresser,WI,45.3616,-92.6344
Pickett,Pickett,OK,34.7795,-96.7755
Hackberry,Hackberry,LA,29.9717,-93.3947
Amherst,Amherst,WI,44.4475,-89.2832
Southwest City,Southwest City,MO,36.5205,-94.6103
Daguao,Daguao,PR,18.2217,-65.6798
Ansonia,Ansonia,OH,40.2141,-84.6344
Ohatchee,Ohatchee,AL,33.7877,-86.0281
Woodward,Woodward,IA,41.8528,-93.9207
Garrison,Garrison,TX,31.8252,-94.4932
Ames,Ames,TX,30.0451,-94.7373
Taft Mosswood,Taft Mosswood,CA,37.9139,-121.2831
Pughtown,Pughtown,PA,40.1699,-75.6599
Knights Landing,Knights Landing,CA,38.798,-121.7175
Loma Linda,Loma Linda,MO,36.9858,-94.5922
St. Paul,St. Paul,TX,33.0437,-96.5504
Rockford,Rockford,OH,40.6912,-84.6497
Prentiss,Prentiss,MS,31.5995,-89.8746
Housatonic,Housatonic,MA,42.2487,-73.3626
Guernsey,Guernsey,WY,42.2656,-104.743
Coffeeville,Coffeeville,MS,33.9764,-89.6845
Las Ollas,Las Ollas,PR,18.0142,-66.4207
Roslyn Harbor,Roslyn Harbor,NY,40.8158,-73.6379
Cañoncito,Canoncito,NM,35.5388,-105.8391
Rapids City,Rapids City,IL,41.5786,-90.3399
Fall Branch,Fall Branch,TN,36.4161,-82.6242
Beasley,Beasley,TX,29.4952,-95.9154
Roan Mountain,Roan Mountain,TN,36.1866,-82.0706
Orleans,Orleans,VT,44.809,-72.2011
Berry,Berry,AL,33.6623,-87.6079
Despard,Despard,WV,39.2874,-80.3158
Underwood,Underwood,IA,41.3807,-95.6821
Drexel,Drexel,MO,38.5005,-94.6025
Belmont,Belmont,WI,42.7379,-90.3346
Foots Creek,Foots Creek,OR,42.3845,-123.1408
Story,Story,WY,44.5731,-106.9142
Frontón,Fronton,PR,18.3097,-66.5603
Cave Spring,Cave Spring,GA,34.1081,-85.3388
Baileyton,Baileyton,AL,34.2609,-86.6083
Diamond,Diamond,MO,36.9969,-94.3152
Eagleville,Eagleville,TN,35.7391,-86.6528
Clendenin,Clendenin,WV,38.4859,-81.3503
Blue Ridge,Blue Ridge,TX,33.2978,-96.3978
Sandoval,Sandoval,IL,38.6121,-89.1193
Higginson,Higginson,AR,35.1968,-91.7152
Madisonville,Madisonville,LA,30.4003,-90.1653
Accomac,Accomac,VA,37.7196,-75.6673
Liberty Center,Liberty Center,OH,41.4436,-84.0078
Honalo,Honalo,HI,19.581,-155.8985
Yermo,Yermo,CA,34.9073,-116.8235
French Settlement,French Settlement,LA,30.3156,-90.8031
Paw Paw,Paw Paw,IL,41.6877,-88.98
Lake Kathryn,Lake Kathryn,FL,29.0072,-81.4906
Bayside Gardens,Bayside Gardens,OR,45.7143,-123.9165
Clarkfield,Clarkfield,MN,44.7907,-95.8079
Allison,Allison,IA,42.752,-92.7957
Loup City,Loup City,NE,41.2766,-98.9677
McNary,McNary,AZ,34.0923,-109.8541
Laurel,Laurel,NY,40.9728,-72.556
Pond Creek,Pond Creek,OK,36.6679,-97.8024
Sidney,Sidney,IL,40.025,-88.0721
Hooper,Hooper,NE,41.6116,-96.5487
Port Republic,Port Republic,NJ,39.5328,-74.4852
Lake Park,Lake Park,GA,30.6851,-83.1873
Marion Center,Marion Center,MA,41.7042,-70.7629
Royalton,Royalton,PA,40.1873,-76.7269
New Market,New Market,PA,40.223,-76.8561
Atwood,Atwood,IL,39.7992,-88.4626
Fairview,Fairview,MT,47.852,-104.051
Richland,Richland,MI,42.3762,-85.4553
Minturn,Minturn,CO,39.5463,-106.3871
Wink,Wink,TX,31.7545,-103.1541
Barker Heights,Barker Heights,NC,35.3104,-82.4412
Hide-A-Way Hills,Hide-A-Way Hills,OH,39.6551,-82.466
Hobson City,Hobson City,AL,33.6148,-85.8561
Utica,Utica,MS,32.1061,-90.6221
Dortches,Dortches,NC,36.0114,-77.8572
Convoy,Convoy,OH,40.9174,-84.705
Howard,Howard,CO,38.4098,-105.8424
Lydia,Lydia,LA,29.9263,-91.7813
Ottoville,Ottoville,OH,40.9342,-84.3383
Arapahoe,Arapahoe,NE,40.3052,-99.898
Worthing,Worthing,SD,43.33,-96.7683
Potomac Park,Potomac Park,MD,39.6124,-78.8082
South Wallins,South Wallins,KY,36.8152,-83.4044
Rosiclare,Rosiclare,IL,37.4239,-88.3501
Kekoskee,Kekoskee,WI,43.5019,-88.5863
Vaughn,Vaughn,MT,47.5523,-111.5608
Clarksburg,Clarksburg,TN,35.8705,-88.3937
Alice Acres,Alice Acres,TX,27.7119,-98.108
El Rito,El Rito,NM,36.338,-106.1844
Pleasant Hill,Pleasant Hill,TX,31.0033,-94.7936
Millersport,Millersport,OH,39.898,-82.5387
Campbell,Campbell,TX,33.1483,-95.9532
Anita,Anita,IA,41.4437,-94.766
Celeste,Celeste,TX,33.2896,-96.1945
Yemassee,Yemassee,SC,32.6733,-80.8515
Harrison,Harrison,IL,37.7979,-89.3364
Cavetown,Cavetown,MD,39.6426,-77.5933
Cateechee,Cateechee,SC,34.7694,-82.7767
Sentinel,Sentinel,OK,35.157,-99.1736
Pocono Mountain Lake Estates,Pocono Mountain Lake Estates,PA,41.1567,-74.9646
Alcester,Alcester,SD,43.0278,-96.6268
Wayne City,Wayne City,IL,38.3481,-88.5895
Sweet Home,Sweet Home,AR,34.6707,-92.2465
Crystal Springs,Crystal Springs,FL,28.183,-82.1539
Brushy,Brushy,OK,35.5578,-94.7434
Owen,Owen,WI,44.9485,-90.5621
Vardaman,Vardaman,MS,33.8822,-89.1778
Agency Village,Agency Village,SD,45.5796,-97.0782
Upper Exeter,Upper Exeter,PA,41.407,-75.8503
Earlston,Earlston,PA,40.0038,-78.3736
Farmington,Farmington,PA,39.81,-79.5623
Stromsburg,Stromsburg,NE,41.1159,-97.5912
Philpot,Philpot,KY,37.7356,-87.0013
St. George Island,St. George Island,FL,29.652,-84.8881
Camp Wood,Camp Wood,TX,29.6691,-100.0108
Castle Hayne,Castle Hayne,NC,34.3583,-77.9114
Spring Hill,Spring Hill,PA,40.3704,-78.6691
Alderson,Alderson,WV,37.7277,-80.6436
Rio,Rio,VA,38.0804,-78.4732
Gladbrook,Gladbrook,IA,42.1861,-92.7151
Flint Creek,Flint Creek,OK,36.1765,-94.7436
Emerald Bay,Emerald Bay,TX,32.1602,-95.438
Magazine,Magazine,AR,35.1534,-93.8078
Dilworthtown,Dilworthtown,PA,39.9032,-75.5709
Jones Valley,Jones Valley,CA,40.6999,-122.2405
Jeffersonville,Jeffersonville,GA,32.6863,-83.3433
Oriental,Oriental,NC,35.0357,-76.6816
Chicora,Chicora,PA,40.9505,-79.7401
Riceboro,Riceboro,GA,31.7264,-81.4438
Hollywood,Hollywood,AL,34.7195,-85.9641
Ranchester,Ranchester,WY,44.9075,-107.1674
Converse,Converse,IN,40.5769,-85.8803
Saegertown,Saegertown,PA,41.7165,-80.1364
Overbrook,Overbrook,KS,38.7794,-95.5569
West Wood,West Wood,UT,39.6051,-110.8424
Flushing,Flushing,OH,40.1481,-81.0647
Randolph,Randolph,UT,41.6655,-111.1846
South Corning,South Corning,NY,42.1262,-77.0356
Dakota City,Dakota City,IA,42.7229,-94.1977
Mannsville,Mannsville,OK,34.1854,-96.8981
Notasulga,Notasulga,AL,32.5573,-85.6692
Spaulding,Spaulding,IL,39.8663,-89.5447
Sabana,Sabana,PR,18.4643,-66.3517
Minor,Minor,AL,33.539,-86.9401
Cottondale,Cottondale,FL,30.7891,-85.3644
Gila Crossing,Gila Crossing,AZ,33.2731,-112.1627
Oshkosh,Oshkosh,NE,41.408,-102.3452
Ninilchik,Ninilchik,AK,60.0745,-151.3843
Wittenberg,Wittenberg,WI,44.827,-89.1664
Riceville,Riceville,TN,35.3895,-84.6989
Baconton,Baconton,GA,31.3804,-84.1592
Bude,Bude,MS,31.463,-90.8509
Glidden,Glidden,IA,42.0577,-94.7266
Galatia,Galatia,IL,37.8414,-88.6148
Valley Springs,Valley Springs,SD,43.5824,-96.4656
Middlesex,Middlesex,NC,35.7894,-78.2047
Whitewater,Whitewater,KS,37.9636,-97.146
Clark Fork,Clark Fork,ID,48.1472,-116.1768
Angel Fire,Angel Fire,NM,36.3821,-105.2718
Silver Lake,Silver Lake,IN,41.0743,-85.8923
Riverpoint,Riverpoint,WA,47.4842,-121.7151
Clifton,Clifton,SC,34.9846,-81.8222
Bloomingburg,Bloomingburg,NY,41.5519,-74.4436
Riceville,Riceville,IA,43.362,-92.5538
North Webster,North Webster,IN,41.3239,-85.6979
Hillsboro,Hillsboro,MS,32.4491,-89.4889
Crawford,Crawford,NE,42.6845,-103.416
Marblehead,Marblehead,OH,41.5236,-82.7285
Sunnyside,Sunnyside,GA,31.2406,-82.3411
Brady,Brady,WA,47.0064,-123.5321
Bauxite,Bauxite,AR,34.5602,-92.4989
Dublin,Dublin,IN,39.8127,-85.2056
Courtland,Courtland,MS,34.2411,-89.9433
Louise,Louise,TX,29.1118,-96.4123
Savoy,Savoy,TX,33.5999,-96.3662
Campti,Campti,LA,31.898,-93.1158
Acalanes Ridge,Acalanes Ridge,CA,37.9046,-122.0786
Odin,Odin,IL,38.6159,-89.0541
Twinsburg Heights,Twinsburg Heights,OH,41.3064,-81.4579
Greeley Hill,Greeley Hill,CA,37.7505,-120.1228
Blades,Blades,DE,38.6353,-75.6024
Merrill,Merrill,IA,42.7206,-96.2519
Lake Nebagamon,Lake Nebagamon,WI,46.512,-91.6995
Lockwood,Lockwood,MO,37.3867,-93.9579
Brook,Brook,IN,40.8664,-87.3653
Camden,Camden,NC,36.325,-76.17
Jonestown,Jonestown,MS,34.3222,-90.4541
Buffalo Soapstone,Buffalo Soapstone,AK,61.7071,-149.1093
McElhattan,McElhattan,PA,41.1543,-77.3522
Chualar,Chualar,CA,36.5711,-121.5103
Yorkville,Yorkville,OH,40.1528,-80.7079
Peña Pobre,Pena Pobre,PR,18.2174,-65.8221
Twin Lakes,Twin Lakes,NM,35.6833,-108.7709
McCloud,McCloud,CA,41.2541,-122.1361
Kendall,Kendall,WA,48.9156,-122.1336
Miamitown,Miamitown,OH,39.217,-84.7095
Halaula,Halaula,HI,20.2233,-155.7739
Colfax,Colfax,IN,40.1944,-86.6673
Etna,Etna,OH,39.9544,-82.6878
Oakland,Oakland,SC,33.9868,-80.4972
Henderson,Henderson,NE,40.78,-97.8117
Vanceboro,Vanceboro,NC,35.303,-77.1567
Williamsport,Williamsport,OH,39.5824,-83.1206
New Madison,New Madison,OH,39.9671,-84.7082
Royal Hawaiian Estates,Royal Hawaiian Estates,HI,19.4413,-155.1841
Henderson,Henderson,MN,44.5278,-93.9091
Kindred,Kindred,ND,46.6494,-97.0169
Santa Clara Pueblo,Santa Clara Pueblo,NM,35.9726,-106.0927
Arthurdale,Arthurdale,WV,39.4953,-79.8168
Borden,Borden,IN,38.4699,-85.9491
Dale,Dale,SC,32.5555,-80.7015
Beach,Beach,ND,46.9189,-104.0055
Port Morris,Port Morris,NJ,40.9061,-74.6845
Stephens,Stephens,AR,33.4221,-93.067
Amity,Amity,AR,34.2662,-93.4634
Greenfields,Greenfields,PA,40.3627,-75.9565
Laurel,Laurel,NE,42.4301,-97.0986
Waitsburg,Waitsburg,WA,46.2698,-118.1509
Christiana,Christiana,PA,39.9545,-75.997
Kettleman City,Kettleman City,CA,36.0089,-119.9629
Grantsville,Grantsville,MD,39.6969,-79.1528
Bayshore,Bayshore,OR,44.4419,-124.0754
Boyce,Boyce,VA,39.0933,-78.0601
Bromley,Bromley,KY,39.0801,-84.5629
Inman Mills,Inman Mills,SC,35.0408,-82.1024
Guilford Lake,Guilford Lake,OH,40.8032,-80.8772
Rennerdale,Rennerdale,PA,40.4002,-80.1396
Bellaire,Bellaire,MI,44.9739,-85.2057
Augusta,Augusta,MI,42.3378,-85.3525
Carlton,Carlton,MN,46.6628,-92.4067
Ashippun,Ashippun,WI,43.2182,-88.5159
Essex,Essex,IL,41.1819,-88.1926
McCullom Lake,McCullom Lake,IL,42.368,-88.2965
Inkom,Inkom,ID,42.7955,-112.2448
Stover,Stover,MO,38.4417,-92.9902
Norris Canyon,Norris Canyon,CA,37.7457,-121.9881
Eagle Lake,Eagle Lake,WI,42.7014,-88.1291
Upper Lake,Upper Lake,CA,39.1655,-122.9052
Wister,Wister,OK,34.9696,-94.7212
Marion,Marion,SD,43.4236,-97.2605
Laupahoehoe,Laupahoehoe,HI,19.9723,-155.2345
Bloomingburg,Bloomingburg,OH,39.6079,-83.3953
Allgood,Allgood,AL,33.9064,-86.5178
Cluster Springs,Cluster Springs,VA,36.6128,-78.9221
Danielsville,Danielsville,GA,34.1238,-83.2202
Hulmeville,Hulmeville,PA,40.1421,-74.9075
Greenview,Greenview,IL,40.0849,-89.7406
Palo Alto,Palo Alto,PA,40.6861,-76.1699
Riner,Riner,VA,37.0676,-80.4405
Goochland,Goochland,VA,37.6974,-77.8943
Grand Meadow,Grand Meadow,MN,43.7062,-92.5701
Westphalia,Westphalia,MI,42.9303,-84.7981
Hymera,Hymera,IN,39.1859,-87.2989
Estelline,Estelline,SD,44.5768,-96.9011
Ostrander,Ostrander,OH,40.269,-83.2075
Blue Ball,Blue Ball,PA,40.1157,-76.0517
Wishek,Wishek,ND,46.2554,-99.5546
Sister Bay,Sister Bay,WI,45.1835,-87.1271
Medora,Medora,IN,38.8247,-86.1711
Wadley,Wadley,AL,33.1239,-85.5683
Lake Victoria,Lake Victoria,MI,42.9168,-84.3749
Faison,Faison,NC,35.1164,-78.136
Munds Park,Munds Park,AZ,34.9382,-111.6318
Greene,Greene,ME,44.1898,-70.1418
Medford,Medford,OK,36.8035,-97.7378
Lakeview,Lakeview,AR,36.3739,-92.5387
Lobelville,Lobelville,TN,35.7508,-87.7958
Sidney,Sidney,IA,40.7459,-95.6447
Hamel,Hamel,IL,38.8894,-89.8425
Lanesville,Lanesville,IN,38.2394,-85.9821
Danville,Danville,IA,40.8599,-91.3145
Dovesville,Dovesville,SC,34.4028,-79.903
Coyne Center,Coyne Center,IL,41.4006,-90.5627
Cedar Flat,Cedar Flat,CA,39.2101,-120.0965
Welaka,Welaka,FL,29.4822,-81.6658
Highland Holiday,Highland Holiday,OH,39.1949,-83.4703
Woodlawn,Woodlawn,NC,36.1158,-79.2898
Linesville,Linesville,PA,41.6564,-80.4225
Prospect,Prospect,PA,40.8992,-80.0487
Rural Valley,Rural Valley,PA,40.7991,-79.3149
Newman Grove,Newman Grove,NE,41.7469,-97.7767
Wagram,Wagram,NC,34.8891,-79.3652
Victor,Victor,IA,41.7306,-92.2949
Quinebaug,Quinebaug,CT,42.0107,-71.937
Crescent,Crescent,LA,30.2406,-91.2864
Tuttletown,Tuttletown,CA,38.0003,-120.4503
Nelson,Nelson,GA,34.3789,-84.3707
Exeter,Exeter,MO,36.6707,-93.9399
Palestine,Palestine,IN,41.1784,-85.9497
Jekyll Island,Jekyll Island,GA,31.0732,-81.4206
Lake Andes,Lake Andes,SD,43.156,-98.5361
Knappa,Knappa,OR,46.1694,-123.5822
Horine,Horine,MO,38.2669,-90.4325
Mountainaire,Mountainaire,AZ,35.0921,-111.6493
Troy,Troy,ID,46.738,-116.7731
Magnolia,Magnolia,NC,34.896,-78.0541
Candelero Arriba,Candelero Arriba,PR,18.1016,-65.8342
Sykesville,Sykesville,PA,41.0475,-78.8185
Pawnee City,Pawnee City,NE,40.1106,-96.153
Andrews,Andrews,FL,29.5496,-82.8883
Bellemeade,Bellemeade,KY,38.251,-85.591
Crosswicks,Crosswicks,NJ,40.1439,-74.6409
Ellenboro,Ellenboro,NC,35.3309,-81.7612
Pabellones,Pabellones,PR,18.4412,-66.2156
Brooklyn,Brooklyn,MI,42.1054,-84.2487
McLean,McLean,TX,35.2324,-100.6001
Upton,Upton,WY,44.1039,-104.6362
Nemacolin,Nemacolin,PA,39.8784,-79.9294
Wild Rose,Wild Rose,WI,44.1788,-89.2442
Turtle Lake,Turtle Lake,WI,45.3933,-92.1452
Leesburg,Leesburg,IN,41.3307,-85.849
Mitchell,Mitchell,IL,38.7631,-90.0816
Logan,Logan,NM,35.3576,-103.4426
DeSales University,DeSales University,PA,40.5382,-75.3782
Hospers,Hospers,IA,43.0722,-95.9039
Aurelia,Aurelia,IA,42.7131,-95.4368
North Tunica,North Tunica,MS,34.7031,-90.3797
Hesperia,Hesperia,MI,43.5691,-86.0407
Rand,Rand,WV,38.2818,-81.5653
Cedar Key,Cedar Key,FL,29.146,-83.0388
Honduras,Honduras,PR,18.1412,-66.2004
Rocky Point,Rocky Point,NC,34.4441,-77.8909
New Salem,New Salem,ND,46.8431,-101.4178
Califon,Califon,NJ,40.7193,-74.8371
Union Bridge,Union Bridge,MD,39.5731,-77.1744
Klondike Corner,Klondike Corner,NH,42.964,-71.6389
Francesville,Francesville,IN,40.9853,-86.8834
Footville,Footville,WI,42.6715,-89.2084
Inverness,Inverness,MS,33.3543,-90.5913
Toughkenamon,Toughkenamon,PA,39.8313,-75.7565
Plandome Heights,Plandome Heights,NY,40.8021,-73.7049
Burwell,Burwell,NE,41.7801,-99.1342
Linn Valley,Linn Valley,KS,38.3758,-94.712
Flanagan,Flanagan,IL,40.8771,-88.8596
Stateline,Stateline,NV,38.9678,-119.944
Franklin,Franklin,GA,33.2797,-85.0985
McKinley Heights,McKinley Heights,OH,41.186,-80.7177
Fallon Station,Fallon Station,NV,39.415,-118.7165
Walker,Walker,MN,47.0906,-94.5885
Rocky Boy West,Rocky Boy West,MT,48.2972,-109.9918
Fairacres,Fairacres,NM,32.3047,-106.8367
Hinton,Hinton,IA,42.6212,-96.2977
Manassa,Manassa,CO,37.1738,-105.9373
West Bend,West Bend,IA,42.96,-94.4457
Northwood,Northwood,ND,47.7384,-97.5707
Clarence,Clarence,MO,39.7432,-92.2602
Round Hill Village,Round Hill Village,NV,38.9937,-119.9233
Bigelow Corners,Bigelow Corners,CT,41.4694,-73.5057
Mississippi Valley State University,Mississippi Valley State University,MS,33.5172,-90.3444
Killbuck,Killbuck,OH,40.496,-81.9823
Bolton,Bolton,MS,32.3546,-90.4586
Crescent Beach,Crescent Beach,FL,29.7355,-81.2413
Woodridge,Woodridge,NY,41.7122,-74.5741
Carnesville,Carnesville,GA,34.3729,-83.2328
Hauser,Hauser,ID,47.7667,-117.0133
Jarratt,Jarratt,VA,36.816,-77.4689
Witt,Witt,IL,39.2539,-89.3488
Morrisonville,Morrisonville,IL,39.4217,-89.459
Van Buren,Van Buren,IN,40.6157,-85.5039
Offerman,Offerman,GA,31.4088,-82.1132
Fremont,Fremont,NC,35.5436,-77.9751
St. Paul,St. Paul,IN,39.4283,-85.6287
Meigs,Meigs,GA,31.0714,-84.0922
Blue Mound,Blue Mound,IL,39.7004,-89.1185
Centuria,Centuria,WI,45.4498,-92.5579
Schleswig,Schleswig,IA,42.1612,-95.4352
Bingen,Bingen,WA,45.7139,-121.4704
Cammack Village,Cammack Village,AR,34.7808,-92.3449
Germania,Germania,NJ,39.5088,-74.5922
Langdon Place,Langdon Place,KY,38.2865,-85.5849
Pound,Pound,VA,37.126,-82.6071
Trinidad,Trinidad,TX,32.1562,-96.1054
Pinopolis,Pinopolis,SC,33.2287,-80.0386
Stephenson,Stephenson,MI,45.4137,-87.6091
McLeansville,McLeansville,NC,36.1045,-79.6554
Lamboglia,Lamboglia,PR,17.9847,-65.9859
Utica,Utica,IN,38.338,-85.6559
Glenvar,Glenvar,VA,37.276,-80.1257
Cheyenne Wells,Cheyenne Wells,CO,38.8192,-102.3521
Carlsborg,Carlsborg,WA,48.0842,-123.1697
Waterloo,Waterloo,NE,41.2856,-96.285
Craigsville,Craigsville,VA,38.0838,-79.3853
Cedar Hill,Cedar Hill,NM,36.9424,-107.8862
Morgantown,Morgantown,MS,31.5751,-91.3521
Oquawka,Oquawka,IL,40.9379,-90.9499
Oak Grove,Oak Grove,AL,33.1927,-86.304
Au Gres,Au Gres,MI,44.0432,-83.6934
Allen,Allen,OK,34.8776,-96.4129
Howard,Howard,SD,44.0117,-97.5246
Kenansville,Kenansville,NC,34.9598,-77.9659
Ore City,Ore City,TX,32.8008,-94.7182
Texhoma,Texhoma,OK,36.5054,-101.7872
Fairton,Fairton,NJ,39.3758,-75.213
Hugo,Hugo,CO,39.1362,-103.4731
Napoleon,Napoleon,MI,42.1658,-84.2416
Rutland,Rutland,OH,39.0412,-82.1285
Shellman,Shellman,GA,31.7571,-84.6159
Highland,Highland,MD,39.1814,-76.957
Springer,Springer,NM,36.3623,-104.5997
Malott,Malott,WA,48.2918,-119.6955
West Cape May,West Cape May,NJ,38.9423,-74.9378
Ridge Farm,Ridge Farm,IL,39.8957,-87.652
Brantley,Brantley,AL,31.5823,-86.2569
Weeki Wachee Gardens,Weeki Wachee Gardens,FL,28.5375,-82.6208
New Hope,New Hope,VA,38.1954,-78.9044
Oakland,Oakland,IL,39.6574,-88.0275
Sullivan,Sullivan,OH,41.028,-82.2212
Hyndman,Hyndman,PA,39.8207,-78.7214
Allen,Allen,SD,43.2792,-101.9265
Truesdale,Truesdale,MO,38.8124,-91.122
Reid Hope King,Reid Hope King,TX,25.9227,-97.4141
Schroon Lake,Schroon Lake,NY,43.8345,-73.7647
Mesa Verde,Mesa Verde,CA,33.5957,-114.7317
Chase,Chase,PA,41.2801,-75.9649
Roseville,Roseville,IL,40.7307,-90.6638
Jonesville,Jonesville,SC,34.8348,-81.6811
Buffalo Center,Buffalo Center,IA,43.3894,-93.9428
Palenville,Palenville,NY,42.1773,-74.0226
De Soto,De Soto,IA,41.5371,-94.0103
New Hope,New Hope,NC,35.3774,-77.8923
Trumbauersville,Trumbauersville,PA,40.4133,-75.3803
Klamath,Klamath,CA,41.5442,-124.0245
Grantwood Village,Grantwood Village,MO,38.5509,-90.3532
Winding Cypress,Winding Cypress,FL,26.0641,-81.6782
Start,Start,LA,32.4902,-91.865
Fort Davis,Fort Davis,TX,30.5789,-103.8946
Harris,Harris,MN,45.5976,-92.9869
Mechanicsville,Mechanicsville,IA,41.9056,-91.2536
Mapleton,Mapleton,IA,42.1673,-95.7909
Stebbins,Stebbins,CA,35.4056,-119.3142
Cleveland,Cleveland,MO,38.6788,-94.598
Dash Point,Dash Point,WA,47.313,-122.4154
Meadow Vale,Meadow Vale,KY,38.2833,-85.5725
York Springs,York Springs,PA,40.0093,-77.1159
Inyokern,Inyokern,CA,35.6546,-117.8213
Oregon,Oregon,MO,39.9861,-95.1433
Oxford,Oxford,AR,36.209,-91.9183
Metolius,Metolius,OR,44.5875,-121.176
Benkelman,Benkelman,NE,40.0468,-101.5402
Buras,Buras,LA,29.3528,-89.5247
Coalmont,Coalmont,TN,35.3458,-85.7113
Swayzee,Swayzee,IN,40.5066,-85.8244
Ramsey,Ramsey,IL,39.1457,-89.1103
Shoreham,Shoreham,MI,42.0604,-86.5115
New Hamburg,New Hamburg,NY,41.5891,-73.9428
Springport,Springport,MI,42.3783,-84.6965
Keosauqua,Keosauqua,IA,40.7347,-91.9604
Richfield,Richfield,NC,35.4716,-80.2586
Upper Bear Creek,Upper Bear Creek,CO,39.6319,-105.4154
Lake View,Lake View,IA,42.3046,-95.041
Minersville,Minersville,UT,38.2333,-112.9602
Roy,Roy,WA,46.997,-122.5423
Eden Roc,Eden Roc,HI,19.4917,-155.0958
Glasgow,Glasgow,OR,43.4371,-124.1961
Donnellson,Donnellson,IA,40.6453,-91.5641
Ector,Ector,TX,33.5793,-96.2731
Esperanza,Esperanza,PR,18.1021,-65.4798
Mayer,Mayer,AZ,34.4233,-112.2408
Benítez,Benitez,PR,18.2726,-65.8788
Sunol,Sunol,CA,37.59,-121.8847
Ridgeside,Ridgeside,TN,35.0349,-85.247
Cedar Crest,Cedar Crest,NM,35.1114,-106.3802
Meredosia,Meredosia,IL,39.8308,-90.5569
Elwood,Elwood,NJ,39.5731,-74.7148
Ulm,Ulm,MT,47.4197,-111.5252
Sanbornville,Sanbornville,NH,43.5525,-71.0297
Big Point,Big Point,MS,30.5905,-88.4846
Coleman,Coleman,FL,28.8028,-82.0707
Beaver,Beaver,WV,37.7356,-81.15
East Mountain,East Mountain,TX,32.6008,-94.8525
Vineyard Lake,Vineyard Lake,MI,42.0868,-84.2102
Fabrica,Fabrica,TX,28.7446,-100.4934
Shalimar,Shalimar,FL,30.4435,-86.583
Merryville,Merryville,LA,30.7571,-93.5246
Lake Michigan Beach,Lake Michigan Beach,MI,42.2127,-86.376
Downsville,Downsville,MD,39.5549,-77.8016
Oscoda,Oscoda,MI,44.425,-83.3339
Sugar Notch,Sugar Notch,PA,41.1939,-75.9312
Punaluu,Punaluu,HI,21.581,-157.8901
Orangeville,Orangeville,IL,42.4659,-89.6469
Luttrell,Luttrell,TN,36.2096,-83.7485
Alhambra Valley,Alhambra Valley,CA,37.9668,-122.1361
Dyer,Dyer,AR,35.4944,-94.1388
Deerfield,Deerfield,MI,41.8901,-83.779
Haxtun,Haxtun,CO,40.642,-102.6297
East Newnan,East Newnan,GA,33.3461,-84.7763
Rison,Rison,AR,33.9599,-92.1936
Red Cloud,Red Cloud,NE,40.0864,-98.5222
Madison,Madison,KS,38.1336,-96.1372
Addison,Addison,WV,38.4782,-80.4082
West Marion,West Marion,NC,35.6525,-82.0191
Glenmoore,Glenmoore,PA,40.0868,-75.782
Decaturville,Decaturville,TN,35.5819,-88.1195
Doniphan,Doniphan,NE,40.7742,-98.3708
Philadelphia,Philadelphia,TN,35.6791,-84.3999
Amelia Court House,Amelia Court House,VA,37.3367,-77.9882
North,North,SC,33.6164,-81.103
Krotz Springs,Krotz Springs,LA,30.5323,-91.7518
Lomas,Lomas,PR,18.2688,-65.9096
Stockton,Stockton,UT,40.4496,-112.3672
Loreauville,Loreauville,LA,30.0602,-91.7378
Philipsburg,Philipsburg,MT,46.3324,-113.296
White Deer,White Deer,TX,35.4332,-101.1751
Coon Valley,Coon Valley,WI,43.7024,-91.0112
Toksook Bay,Toksook Bay,AK,60.5333,-165.1557
Scottsmoor,Scottsmoor,FL,28.768,-80.871
North Haven,North Haven,NY,41.023,-72.314
Pleasant View Village,Pleasant View Village,IN,39.3337,-85.9736
West Point,West Point,IA,40.7145,-91.4527
Lebec,Lebec,CA,34.845,-118.8992
Kanawha,Kanawha,IA,42.9342,-93.7932
Tonasket,Tonasket,WA,48.7075,-119.4409
Canon,Canon,GA,34.3455,-83.1107
La Vina,La Vina,CA,36.8798,-120.1149
Bessemer,Bessemer,PA,40.9756,-80.4878
